texto;sentimento
queria tanto almoçar com ela :(;Negativo
essa cara de cansado :( queria tanto cuidar de você meu amor fazer você descansar e dormir bem https://t.co/9lvFdCWSTQ;Negativo
ele tá demorando 5 minutos e geralmente ele responde muito rápido realmente vou dormir :(;Negativo
Necesito naturaleza :(;Negativo
Meus amigos me trocam por série,será q sou uma companhia ruim? :(;Negativo
ai puta merda que tiro bem dado :(;Negativo
o foda disso tudo é a família que fica e a vontade é de levar todo mundo embora de lá não consigo nem dormir em paz pensando neles :(;Negativo
@bicth_puteiro nem comi :( kkkkk;Negativo
@mornietari ai meu deus amiga :((( boa sorte p nós;Negativo
quando um amigo Bob me disse que havia visto um filme com ¨Uma Turma¨ não entendi logo que se tratava desta atriz :-( sorry, mate https://t.co/QktaCoH2Sm;Negativo
bar :-( : 8e237f2a-9fbe-4a8d-a0e9-088788d44b30;Negativo
Na maioria das vezes eu queria muito morar perto da minha família lá na orfana, amo como todo mundo é tão unido e apesar de tudo comemoram sempre, hj foi aniversário do rico e eu só queria ta lá de verdade :(;Negativo
@njxcobi @uevitin @roosanasantos1 a gente nem tirou foto hj :(;Negativo
hoje foi o dia que mais senti saudade dos meus cachorros :(;Negativo
tô me sentindo uma péssima shiner por não ter ouvido o station do baekhyun até agora :(;Negativo
Triste em saber q perdi 4 tequila do porca sábado :(;Negativo
@EquipeLiamPayne @LiamPayne @Zedd Que triste :( mas enfim obg anjo;Negativo
@ilyarians Obg por achar isso mas infelizmente eu não acho :(;Negativo
@bialombardis isso se chama pós treino :(;Negativo
Meu Deus tira de mim essa vontade de tomar milk shake às 1h da madruga :(;Negativo
ficar na vontade é mt tristeee :(((;Negativo
É muito tesão pra pouco eu cara :(;Negativo
@debzmartins :( obrigada vou tentar ir mais devagarinho;Negativo
EEEEU QUEEEERO TEEEE MAAANDAR MENSAAAAAAAAAGEM :(;Negativo
@sarinharauber Ninguém quer investir na gnt bsusbsushsu :(;Negativo
por falar no river se ele estivesse vivo ele completaria 48 anos quinta :(;Negativo
bar :( : 80cf9a4e-e0db-4a8e-a26b-f97936f775ac;Negativo
ninguém tem uma foto do taetae concentrado para me mandar? :((((((;Negativo
pq eu fui me apaixonar ´por esses coreanos?? e pq eles moram do outro lado do mundo????w PORRAAAAAAAAAAAAAAA :(;Negativo
Ate que gostei do professor novo !! Uma pena que nao ter prestado atencao na aula dele pq eu estava com dooor :(;Negativo
tava lembrando que meu vôzinho faleceu no dia do meu aniversário, chorei tanto :(;Negativo
@_nicollearaujo3 Acho bom &gt;:(;Negativo
@ifavdarvey Da não :(;Negativo
@karinacatanios2 Lore ñ vem :(;Negativo
fodo as unhas todas pq as mordo :(;Negativo
Eu só queria meus personagens antigos de volta :( SCREAM IS COMING;Negativo
@95taesrock mas eu não consigoooo :(;Negativo
minhas 5 namoradas :( https://t.co/gc4llZt1Ie;Negativo
meu crush deve me achar no máximo legal e foda, mas ngm me acha bonita :(;Negativo
@03Sweeney Gente jamais :( eu lembro sempre de você;Negativo
bar :( : 11e3df6a-07cb-46ae-b76d-629570eacc5f;Negativo
@__pedrinhog Um colega meu faleceu pe :(;Negativo
Ai, preciso dormir.. :(;Negativo
@sirijoli Você me fala como faz? Ja tentei tantas vezes ter um plantadinho sempre morre :(;Negativo
Não entrei na Sanches :( mas estes dias a minha avó chama me da sala e diz me: - meu patrão e super amigo do diretor da Sanches, se quiseres entrar mesmo da me os teus dados para passar ao meu patrão para ele falar com o diretor ??;Negativo
@korosukite Tá bom :(;Negativo
@gostprincess sim :( é feito de um líquido que é extraído dos ososs;Negativo
? eu tentei, juro, mas meu celular não filmou bem :( outra música que eu não consigo mais escutar: how long, obrigada hyungwon e changkyun. por mais coreografias do hyungwon nas músicas ? https://t.co/1PJ3izsG7P;Negativo
é agoniante ter vontade de chorar do nada, ter essa sensação de estar vazia por dentro, bate um desespero horrível...quero fazer várias coisas mas não consigo :(;Negativo
@chorandoraios @ManuelFerro10 período de férias toda cidade falece né :( mas a tendência é estar top pois as universidades estao de volta;Negativo
Meus dentes estão me matando... :(;Negativo
miss q nah ambiance sa cruzine :-((;Negativo
as vezes eu penso simplesmente em morrer mas lembro dos meus gatinhos e sei que se acontecesse algo comigo, ninguém ia cuidar deles :( então tento ficar forte pra ser boa pra eles;Negativo
@Opa_fabi nunca grava as que eu peço :(;Negativo
nao, agora é serio preciso emagrecer um pouquinho, passei 2 dias com uma ansiedade da porra comendo p caralho e ja engordei :(;Negativo
Se você pudesse presenciar qualquer momento do passado, presente ou futuro, qual sería? — Passado: quando eu ia pra casa da minha tia antes dela morrer :( Presente: acho que o momento em... https://t.co/cLbZBrojDy;Negativo
queria um peter daqueles pra mim :( sigo triste .;Negativo
@DeboraRuduit @faunainfleurs AI TA MT TARDE E FRIO P FICAR NA SALA :((((;Negativo
acabei para todos os garotos que já amei :((((;Negativo
Hora de ir dormir né! :(;Negativo
o orgulho que eu to sentindo agora :(((;Negativo
A gente tinha tudo pra ficarmos juntos :( Ainda tenho esperanças em nos 2 :( — Deve ser algum amigo meu por trás dessa pergunta que tá querendo me deixa feliz https://t.co/e2yscw750c;Negativo
@ifavblair vc sabe q isso só vai piorar tudo, né? vc vai desenvolver problemas mt piores poxa :(;Negativo
Amei sair com você! Pena que foi só uma vez :( — só uma vez ? manda um Olá rs só sair do annimo https://t.co/LHiRjbQoso;Negativo
demi agora ja tem 26 anos :(;Negativo
Vai pra calourada de agronomia? — infelizmente não :( mas era meu sonho de princesa!! https://t.co/1L6yiHOKIB;Negativo
mais ou menos :( to com alergiaaaaaaa https://t.co/033XAZYSBg;Negativo
@nicoletcarvalho me decepcionei tantas vezes seguidas que no momento não consigo mais ter crush em ninguém, tá triste a situação aqui tbm :(;Negativo
@evy_rocha @021Gifs @Rebeca_riibero @jao_siqs @Larii65267011 era pra migs estar assim :( ??;Negativo
@freakxgui Poxa :( aaah sim;Negativo
amas vc iria recusar :( https://t.co/fvvZwJ3T7d;Negativo
@rafaellacgf @Vaga_bruna KKKKKKKKKKKKKKKK ô vei :(;Negativo
Já to com saudade de ficar agarradinha na Manu :(;Negativo
eu sinto mt falta da hstour :(;Negativo
@rakspacheco Agora que vi, penso nisso todo dia e quando pego trenzão lotado na segunda de manhã, coloco uma boa música. Às vezes da certo. Menos nos dias de tpm :(;Negativo
velho a lu vai embora dia 28 ces nao tao entendendo minha vida vai virar uma merda :(((((()));Negativo
#ConexãoRepórter adorando a entrevista com @jojotodynhoofc :(;Negativo
Me preocupa no saber nada de Micaela :(;Negativo
@Joaoziito_Px PULA FORA PX! É bem foda, mas tente sair desse ciclo vicioso, que quem só se fode no fim é tu... e nao caia na tentaçao do "oi sumido" Saia da geladeira, n espere q ela te tire de la, pq qnd vc piscar, vc vai ta la dentro dnv, só esperando p;Negativo
insônia do crl mano :(;Negativo
tao fofa :( https://t.co/6ayo6WxRbk;Negativo
era meio que a despedida do dongwoo porque ele ia pro exército e até o hoya tava lá daí o woohyun ficava falando pra eles não se afastarem pra continuar sempre amigos e se reunindo :(((;Negativo
ai eu ia te chamar no zap mas perdi a coragem :( — tem meu numero?? volta com essa coragem kkkkk https://t.co/WqLESKMdrM;Negativo
ai serio nao da mais :( vou te proteger de todo mal meu amor https://t.co/M3yWzScMPf;Negativo
Queria ter comentado o VMA mas to escrevendo uma ação :(;Negativo
@brendholstein eu fico no meio, se nao eu fico sem cobertor ?????? queria voce aqui :(;Negativo
Eu tô tão triste com as fotinhas do Lucas com o Jeno e o Chenle deitadinhos um no outro. Aaáaaaaah :( três bebêzinhos. A vontade é de encher de beijinhos e apertar https://t.co/GUOboQd0uA;Negativo
bar :-( : 3fe45a24-2e10-4be9-a51c-7a34d9a79102;Negativo
@renat4g Eu cortei :( Ta baixinho, tô usando boné agora;Negativo
tomara que eu sonhe com o taehyung o meu amorzinho :(;Negativo
@yanarrodrigues miga vi os preços e to pobre demais p ir, pena que queria muito :(((( vamos combinar de ir na próxima;Negativo
@OshimaFernando eu queria te ver amanha :( mas comecei a ir de manha hoje ja;Negativo
Sobra :( https://t.co/hf5qUEeyh3;Negativo
Eu amo do Imagine Dragons, mas o Linkin Park merecia muito mais :( As pessoas não ouvem mais as músicas deles ?? Fiquei muito triste;Negativo
Nha, você tinha que concordar porque se olha no espelho todo dia. Inclusive, o invejo. :( https://t.co/MBzULfqy0w;Negativo
@suicideishiox vai se fude &gt;:( &lt;/3;Negativo
escuto DREAM ON e só me lembro de GLEE :(;Negativo
@dongminutt ATAA KKKKKKKKK ARRR parece eu so esse ano morreram doi meninos que eu fiquei :(;Negativo
que linda :(;Negativo
@AlvsAndre @JeeeanLCS @Vitoorluiiss @1matheusxz N é mesmo :(;Negativo
@andradlarie perdemos uma soldada :( torço demais aaaaaa;Negativo
@PallomaColon @maacursino Sim, tô :(;Negativo
@zhengpoems queria que você fosse :(;Negativo
@biancayumiy_ Eu te entendo, e como entendo :(;Negativo
@mxrcelxx elas são lindas demais SOFRO :((;Negativo
Puts eu sempre que quero postar foto é madrugada :( Ai nem tem graça postar;Negativo
Alguém que me faça companhia :(;Negativo
queria tanto coxinha :(;Negativo
Meninas Malvadas vai sair do catálogo da Netflix esse mês :(;Negativo
@gegehokage amor :(;Negativo
@camrensonho :((( queria conseguir;Negativo
ai tao linda :( https://t.co/pErI1uAjLd;Negativo
@beacastilhom Ai bia infelizmente acho que não só em santos né :( difícil segurar a onda com tanta merda acontecendo ao redor... mas uma dando a mão pra outra, e assim a gente vai tentando mudar td, valeu pelo toque ??;Negativo
@the_aloka Também :(;Negativo
@EmilianoVallad2 A q ñio :(;Negativo
@Filipe_ca mais um dia dificil para os little monsters :(;Negativo
isso é muito errado :(;Negativo
meu ratinho é um nene nao sejam maus com ele :((;Negativo
@nafaly_ to sem psicológico pra perder isso :((((;Negativo
@whoeversheisss valeu amiga!!! saudade tb :(;Negativo
eu sei como é anjo :( a minha amiga a gente nem se fala mais direito e acho que a culpa é minha, eu sempre me acho insuficiente e me afasto porque sinto que a pessoa fica melhor sem mim https://t.co/nnYWKZQwNK;Negativo
N to conseguindo dormir :(;Negativo
@rafinhadias07 @VitorEggers puq vca fazem isso cmg :(;Negativo
@luxcstt @frndpx Hahahaha não acredito!! ave devia ir outro dia :(;Negativo
camila eu te amo tanto :(;Negativo
nós tínhamos defeitos tão perfeitos, difícil acreditar q tudo acabou :(;Negativo
Eu queria ser boa em alguma coisa :(;Negativo
Vem qui em casa então — visshhh, já faz 14 dias isso, acho q não da mais p eu ir :( https://t.co/ExQmdWRp0X;Negativo
Luís Felipe? — Meu fechamento,amo mto esse menino pena que ele nunca vai no elite me visitar :( https://t.co/4tNkBEPSy9;Negativo
queria tanto um sorvetinho! :(;Negativo
@kfwtf AF, deixei a minha bike no trabalho :(;Negativo
@Diuno_ @kyurinho @VanHoenn quero :( mas não sei quando poderei;Negativo
@mckymustdie é 15h só, miga dfudfhis :(;Negativo
@MaxiStone93 y Morto Muito Loco? :(;Negativo
Eu só queria me sentir menos insuficiente por causa de uma pessoa aí aff :(;Negativo
eu sei como é, em todos esses anos eu tive apenas uma melhor amiga mas até ela eu to afastando :( é sempre eu e meu mundinho também, espero que a gente consiga mudar isso um dia ? https://t.co/c7tlHnm9Vx;Negativo
Carolita, tenho um crush absurdo em você mas não sei falar contigo tenho 0 intimidade só te acho +qd+ — ai gente, real... eu não tenho bola de cristal :( fale comigo, pode ser qualquer coisa po, eu so... https://t.co/Wi1txV8DTG;Negativo
@S99YQ Que empresa vacilona :( mas é bom saber que elas continuam com a vida e amigas ainda ,,;Negativo
Tão eu hoje..... :( https://t.co/jsdrfVaXXz;Negativo
@Batatafofinhaa não estou mais :(;Negativo
Tanta gente querendo ser madrinha do bb Fico tão perdida com isso :(;Negativo
eu to com muita vontade de te verrr :(;Negativo
queria ajuda com follow do shawn :((;Negativo
eu também :( então por isso eu fico sempre no meu mundinho sozinha, a gente tem que mudar isso https://t.co/NBK5dv7FFj;Negativo
@kmrseokjin Já ligou pra assistência mo? To com sono :(;Negativo
quer o mundo??? infelizmente não posso dar mas eu te dou todo meu amor se quiser — eu te amo demais :(( https://t.co/qGLUBlhuHg;Negativo
queria te proteger de todo mal :( — não se preocupa meu pãozinho de mel :( https://t.co/w9pCXo7X1k;Negativo
@gabspaozinho Feliz, mas decepcionado por This is america não ter ganho :(;Negativo
@95dancerking Faça mesmo :(;Negativo
Nossa :( https://t.co/oQ3iufvnMJ;Negativo
@NICKIMINAJ meu amor vc me prometeu um barraco no #VMAs hoje :(( kd meu barraco;Negativo
@derekluccas tá osso :(;Negativo
Eu esses últimos dias... Nunca tive tantos pesadelos como to tendo ultimamente tbm :( https://t.co/srnQDvyjS5;Negativo
Olha meu brother, acho melhor tu ficar, pfv nunca te pedi nada :( #FicaCuellar;Negativo
NEM VEM querer começa a trovejar :(;Negativo
to mt mal, deveria ir dormir :(;Negativo
@karlaspoets eu te amo :(;Negativo
@mileybootz @ArianaGrande obrigado more :(;Negativo
@Hendleymont Tu tá com raiva de mim :(;Negativo
Nossa destruída com esse caso da Bárbara, muito triste :(;Negativo
@adrielybellaver LÓGICO QUE TO NÉ MIGA :(;Negativo
@mcanejo mas a gente tá se cuidando, poxa :(;Negativo
@multikpopx a eu também te amo meu amor ?? te amo demaiss :(((;Negativo
@zjmshtup O problema é que a Netflix não da divulgação igual pra todas as séries, eu nunca nem tinha ouvido falar dessa :(;Negativo
Eu realmente acho que isso está acontecendo agr :(;Negativo
iti a **** e a **** sao as quase namoradinhas mais soft dessa minha tml :( https://t.co/JUbPmvXmYL;Negativo
não tenho ng p falar :(( ta tudo a dormir;Negativo
Bjou alguém no Ferrugem ?? — não :( https://t.co/AbUdHIBvCf;Negativo
@marcosfrr Queria voltar ai :(;Negativo
Ei @PUBG_BR @PUBG_BR @PUBG, eu quero jogar FPP solo no SA :(;Negativo
@mariliad95 É a Jaqueline Ramos de pedagogia, Vanda, acho que vc já tinha se formado quando ela entrou... Enfim, pelo jeito nada de notícias dela ainda :(;Negativo
eu to apaixonada dms é vdd :( https://t.co/DH48tCbAuw;Negativo
@jp_luizaa @Evenatalia2308 @valinada_amanda amigaaa o Alfredo não gosta de mim :(;Negativo
o final da performance da Ariana que coisa mais linda :((;Negativo
para tudo, seu fíxado é lindo eu quero chorar :(( yoonseok ?? seu fc todo é uma graça juntamente contigo!!! ?? eu espero te ver mais na minha tl você me parece realmente ser um amor de pessoinha ??????;Negativo
eu quero ter um filho :(;Negativo
@rosesclc eu te amo tanto :(( meu mundo todo;Negativo
@rapsnzel @queenbiskath_ o meu maxon :((((;Negativo
@lyallb_lupin @oteddylupin @lupinjohn_ @andyrosierblack @CissaRBlack @prongspotter_ @_rabicho_ @Lili_griff @LilyLunaPott_ Ninguém nunca me convidou :(;Negativo
@glopes0 tenhoooooo :( só às quintas q não mas o fogão vai ser arrumado sábado só, tu anima semana q vem??;Negativo
Indo dormir já com vontade de faltar na aula amanhã :(;Negativo
choro muito com essa versão de telephone e ela dedicando pro mcqueen :(;Negativo
espero que eu consiga os pontos do semestre pra tudo, sou muito burra :(;Negativo
Será que minha mãe ta num lugar confortável, se ta usando o casaco que botei na mochila...?! :(;Negativo
@Gabbieah fica calma, pô :( vai tentar dormir, descansa. isso aconteceu com uma au minha uma vez, e depois de um dia ela voltou ao normal;Negativo
pentagonteamo :( https://t.co/V4yrJmo4C8;Negativo
minha namorada me mima muito, eu fico mal acostumada :(;Negativo
Send mimos :(;Negativo
Levemente desmotivado :(;Negativo
@seletioner_ Ele é um amorzinho :(;Negativo
@FuckTheBand Poxa :( mas é aquilo vitu bola p frente n da o chorar pelo leite derrramado;Negativo
@traneu666 No me da risa :(;Negativo
@YagoAtlante Pô demais meu consagrado :( é longe demais;Negativo
Q tosse de merda :(;Negativo
04:37 e eu não consigo dormir por causa das dores :(;Negativo
@jiminsouls sério? vamos :(;Negativo
@maysa_nassar aaaaaaaaah eles eram tão lindos juntos :(;Negativo
@gabirobaaa vc tem que vir aqui em casa :( e tem que comer minha pizza de sardinha ou cachorro quente de dorno;Negativo
@piscesgirrl salvou minha noite :(;Negativo
@tsaitami Me bloqueó :(;Negativo
@thaismesqt sdds :(;Negativo
Minha garganta ta doendo muito :(;Negativo
Tô sentindo que vou ficar doente :(;Negativo
@_Adiosmariana @brunozzz @estebantavares Eu amo essas camisetas mas nao são da not so trash :(;Negativo
camila is so precious :(;Negativo
@Ninabramo_ @Camila_Cabello eu imagino, forças ícone :(;Negativo
@PACIFYGOLD @vausethoughts Sdds fugir de casa sem sutiã ser sequestrada pela Rafafa pra ir pro pan te ver :((((((;Negativo
@Tsuki_Akii sim, pq era isso q eu queria. na real queria outra coisa, mas valeu a intenção :(;Negativo
Que belezinha! :( https://t.co/ytA4MSqdZV;Negativo
é mto nome grande concorrendo c a camila agora :(;Negativo
@citizenkeyla meu duesudjsdj Q COIsa LINDWAAAA :-( vc nao tem vontade de voltar key??;Negativo
PARABÉNS ICONE @talitayounan Eu queria ter te encontrado aqui em Angra mas não deu :( ?? Desejo tudo de bom e que você continue sendo essa pessoa talentosa e maravilhosa te amoooooo Bjsss ????????????;Negativo
não quero viajar, pelo amor de deus nem é pedir mt tem role no c4 e eu nem vou estar aqui :(;Negativo
@abrahaoyou simmm, um anjinho :(;Negativo
Ou tristezas únicas, pelo motivo contrário né :( https://t.co/0UQfeEfNwV;Negativo
@wtywhobi eu te amo com todas as forças que tenho dentro de mim e quero que saiba que se pudesse eu MATARIA aquele desgraçado com minhas proprias moes e POR FAVOR fica bem, eu to aqui se você precisa ok???? eu te amo :( ?;Negativo
Queria ter dormido com meu amor, porem amanha acordo cedo :(;Negativo
Eu preciso de tanta coisa :(;Negativo
a clave toda é um lixo, tadinho do meu bichinho simon :((;Negativo
Ah q saudades :(;Negativo
ai eu queria tá de aconchego com meu denguinho agora :(;Negativo
Gente tô chateada com vcs. Pq nunca me disseram que só tinha uma temporada de Riverdale na @NetflixBrasil????? Eu acabei muito rápido! Tô me sentindo órfã :( #TercaDetremuraSDV;Negativo
felicíssima q vou pra porto em janeiro mas tristíssima que meu corpo eh mt feio p eu tirar fotos bonitas de praia :(;Negativo
Meu Deus que história triste da porra a dela vei, foi virar atriz porno aos 16 :-(((((( https://t.co/LHEkwA4BzC;Negativo
eu preciso começar a fazer coisas só da fuvest urgentemente, ano que vem preciso receber meu email de aprovação, preciso realizar meu sonho e de meus pais que sempre fizeram o impossível pra pagar escola boa, ai :((((;Negativo
eu to com tanto ciumes de voces amando minha historia e meu peter k eu tenho tanto ciumes do meu livrinho parem de amar to all the boys i’ve loved before :-( mentira podem amar pq a jenny han merece tudo isso e a historia tbm, mas leiam os livros, eu imploro.;Negativo
@verenapfister Tem dia que é assim mesmo. :(;Negativo
Eu aí :( https://t.co/dMHq3e2aXM;Negativo
Queria tá dormindo com a Hellen :((;Negativo
alguém cvsa comigo pela dm ai, drxxx :(;Negativo
@unbrokeally Poxa :(;Negativo
@belussi_heloisa Nossa amiga :(( toma cuidado!;Negativo
@leletsilvs Mano quem faz isso po :(;Negativo
@marceintosh me senti tao tiste :(;Negativo
@ferellinho @hayloreputtion aaaa tinha que ser de bh :(;Negativo
Eu sinto tanta saudade da minha cachorra :(;Negativo
meu chá é tão ruim :(;Negativo
@xTransman "Tirate al piso o te quemo" :(;Negativo
meu deus eu escrevi isso faltando cinco dias pro meu aniversário e ele postou selca no dia do meu aniversário eu sou a menina mais feliz do mundo :( https://t.co/03nZnzt4Gv;Negativo
Bateu aquela vontade de rever Cowboy Bebop pela 10ª vez mas não posso :(;Negativo
Esconderam minha empada hj :(;Negativo
Eu devo ter sido muito ruim na vida passada. Pq o que veio de karma não tá fácil :(;Negativo
@canariopistola se liga nesse clássico da pistolagem: https://t.co/Yp3Fz2Q7Fq Saudades da MTV antiga :(;Negativo
ninguém nunca me tratou tão bem assim :(((;Negativo
@artthyunjin Tô mt triste é sério amiga :(;Negativo
vou dormir sem meu amor :(((((;Negativo
@nkkxs_ :( mianhe;Negativo
Aaah, px, queria estar cuidando do meu neném :((;Negativo
amiga :((((((( https://t.co/EVQxkFUIiU;Negativo
@thaayreich Nao fala assim :(;Negativo
Por favor não custa nada :( https://t.co/aOB5kuQfVU;Negativo
eu queria conseguir ficar até tarde cvs com o meu amor mas o cansaço ganha :(;Negativo
@itslalab Eu tava lá quando tudo era mato acompanhei a REC sumindo aos poucos, a EKT crescendo e o fim na REC :(;Negativo
aí a millie parece uma mulher de 25 anos :(;Negativo
aaaaaa queria q this is america ganhasse :(;Negativo
deu match cmg mas n chamou :( vive me marcando em sorteio no insta NDJSJSUWHWHQHU tu parece ser tri, queria te conhecer;Negativo
@vitinhonn_11 o flor meu radinho ta zuado :(;Negativo
@Srdavisss Não gosto de ver meu bb passando trabalho :((;Negativo
@AnaMeyll Liga agora q já já eu vou dormir :( liga aí minha nega;Negativo
@lyallb_lupin @oteddylupin @lupinjohn_ @andyrosierblack @CissaRBlack @prongspotter_ @_rabicho_ @Lili_griff @LilyLunaPott_ :( Precisa sim :( Eu sou sua irmãzinha que te amo mesmo a distância;Negativo
eu to um CACO :(;Negativo
@alicesteps não basta? :(;Negativo
@gabrielboff_ Mas foi só tu :(((;Negativo
a gente é igual nesse quesito :( a gente tem que parar com isso sério devemos nos amar e começar a seguir os conselhos de bangtan https://t.co/Vs4m64Nxuq;Negativo
obrigada mas ainda sim quero por silicone :( https://t.co/V64ytputVr;Negativo
Não acredito que hoje é o último show da witness tour bicho, não to preparada pro fim de mais uma era :(;Negativo
@G97KJ TA TUDO BEM MSM????? de verdade??? :( fica triste não, se não eu fico junto!!!!;Negativo
@IoveIychan ai meu deus agora eu que quero chorar sua boboca vai caga te amo demais ta ouvindo :(;Negativo
Meu joelho ta doendo demaisssssss :(;Negativo
DESGRAAAAAÇA, se continuar assim na hr q for pegar o bus toda segunda e sexta eu vou ter q parar de ir no Santa Clara :(;Negativo
@vsfcampelo_ O primeiro é bosnio/croata Os outros sao russo msm a ultima que n sei pois das linguas orientais n manjo :( mas deve ser sla japones ou chines pelo finalzinho ali;Negativo
e de como eu queria uma certa pessoa nessa época aaahhhh Tomar no c* viu :(;Negativo
E seria outro pra ficar com minha mae e nao me querer igual minha cachorra :(;Negativo
E cadê o sono? Af. Meu bebê dormindo faz tempo e eu não consigo :(((;Negativo
bar :( : e10967e6-c789-482e-a684-fa4703a4309e;Negativo
eu vou ir dar uma ultima revisada e vou dormir :(;Negativo
@shwnlight Poxa :( eu fui conferir a lista, já tinha passado as outras duas e eu nem vi;Negativo
@stebozza Entendi Que ruim :( Ainda bem que eu não preciso, boa sorte migo!!!;Negativo
lembrei do jungwoo porque coisas assim me lembram dele :( preciso escrever pra ele;Negativo
tadinha da Aretha, não teve um tribute decente :( tomara que arrasem no BET Awards;Negativo
@andqueiroz_ Socorro que a gente tá muito conectada :(;Negativo
o VMA nem tchum pra desejar melhoras pra Demi. :( sendo que é o aniversário deste nenê.;Negativo
Meu estômago tá doendo tanto :(;Negativo
Me iludi inteira Achei que iria fazer fazer uma amiga na DM soq a conversa parou no “Tudo bem?” “To bem ss e vc?” “Eu tbm” ... .... ...... ......... :( triste;Negativo
@Eleevyn_ @lvscvx @olcthais Já tava até pesquisando aqui na Olx :(;Negativo
meu coração desmoronou com as homenagens de aniversário pra demi :(;Negativo
@moriludias @Thiogokun aaaaAaaAaAAAAa quanto q custa pra PC não deve rodar no meu mas eu quero ser druidinha :(;Negativo
@malaquiasigor_ O horário que eu cheguei já não passava mais ônibus pra casa. E é realmente muito longe :(;Negativo
ayyyy las filotas de Cafeíto :( ??;Negativo
Simplesmente desliguei a televisão depois que acabou Mad Max... Só Desgraça ... :(;Negativo
nossa nem lembra bicho :( , é melhor nem eu me declarar entao — Kkkk mds como eu vou saber não tenho bola de cristal ?? https://t.co/Uwe9XKmIn2;Negativo
@control_eff @Espactro e.e ^^ *-* :* T.T &gt;:( °-° o.O ó.ò -_-‘ e a versão 2.0 daquela carinha 9 ( 9;Negativo
Gente, como esse Marinho candidato do PT a gov em SP é ruim nos debates :( Lisete tb não ta se ajudando muito Não vai ser dessa vez q vai ter esquerda em São Paulo não;Negativo
@cinefilo_K Infelizmente o Haddad não ganha não viu... :(;Negativo
@hikiikomori :( não quero incomodar sua vida bb;Negativo
@VMSouzaa Eu descobri só quando cheguei :(;Negativo
@_NacaoRn01 Rodinei fdp!!! O cara ta cansado de correr e se entregar sozinho :(;Negativo
Im so :(((( this is sooo cuteeeeee joochi bongi to bomini :((( im so soft :((( https://t.co/BuOA2UHUcv;Negativo
O pior sentimento do mundo é a saudade :(;Negativo
tem umas fics com sinopse tao maneira e interessante, pena que são esquecidas no churrasco :(;Negativo
@AxelnewOrder7 O estudiar histo :(;Negativo
nunca elogiaram meu pinto :(( https://t.co/frle68AErh;Negativo
@eubrunaluiza pois é princesa :(;Negativo
@flickerzs Eu tbm :(;Negativo
eu sabia que ela ia ganhar mais um :(((( minha princesa;Negativo
as vezes eu acho de vdd que vou explodir de amor pelo harry como eh possível amar tanto uma pessoa assim :((;Negativo
Queria passar c 0 :( fds só 3 já era um sonho;Negativo
ai tava assistindo uns vídeos de tour pela escrivaninha e to triste como eu queria ter coleção de canetas e post-its :(;Negativo
Pota talo tnc :((;Negativo
@xhora_pro_tutu e eu ia raspar um só pq nunca sai dessa merda d pais :((;Negativo
Queria entender pq eu acho q se o Lula disser votem Haddad a glr vota nele :(;Negativo
@SKCronoz E agora estou sem dinheiro :(;Negativo
@feebitu @frndpx Eu não amor :( vou pro Hopi hari kkkkk;Negativo
Air tempo. :(;Negativo
@jjkseokjin Isso me machucou de muitas maneiras, tô triste na moral :(((;Negativo
Queroa poder ter um gato(pet) :(;Negativo
Queria ser maduro :(;Negativo
camila vc merece o mundo :(;Negativo
Ai, dá uma pena da Raquel sabendo que ela tá sendo iludida mais uma vez :( #ValeTudo30Anos;Negativo
poxa a gente sempre surta pelo kibum juntas eu to me sentindo traída :((((;Negativo
fiquei vendo a live do shownu aqui no br e tô chorando :(((;Negativo
@ddaegutae quando eu vi as fotos eu senti um aperto no coração :( a carinha que ele faz acabou comigo de uma forma, só queria tirar meu anjinho do meio desses lixos e cuidar com todo amor e carinho;Negativo
@Jeongguky_97 também odeio :( por nada meu amor;Negativo
@ritafcf Tu não rita :((;Negativo
@lustsweet ele tava com frio na rua, e quase entrou em casa :( aí eu pedi p minha mãe e ele tá com abrigo temporário aqui;Negativo
@ratedown @bchartsnet se This is America e Apeshit não estivessem concorrendo, até seria “compreensível” :( eu defendo esses 2 com unhas e dentes porque são perfection;Negativo
@stey_30 @matgdias ainda não saiu no portal :((;Negativo
tô muito felizinha que o loona pegou o shinhwa de rolemodel :( ??;Negativo
@Eewertop E esse amigo não foi você :(;Negativo
@amannda_pires Minha mãe deu um banho de mamãe nela e conseguiu tirar a maior parte, mas ela está com muito medo de todos ainda e não está comendo :(;Negativo
eu fico tão bem de ter te deixado assim :( — tô mais carente, sedenta e manhosa ainda, eu não sei por quê eu fico assiiiiimmm!#(@( https://t.co/x2lQIHgDeD;Negativo
saber que a vitória ta tão triste deixa meu coração em pedacinhos :(;Negativo
big time rush era simplesmente tudo na minha vida :(( meubdsus eu tô muito tristeeee;Negativo
@gustavozelele Tou investindo meu tempo em TI (até pq dinheiro não tenho), pra ver se eu vazo daqui tbm... Cheguei à conclusão que parte da minha depressão é viver aqui + ter esperança zero disso melhorar como povo... :(;Negativo
julha é um bebê :(;Negativo
Não acredito que estou dodói :(;Negativo
@Old_splace aqui em sp eu nao cozinho tanto :( a cozinha nao eh minha entao nao curto, so na casa dos meus pais/parentes;Negativo
@bang_a_gong sério miga :/ fica bem, sinta-se abraçada :(;Negativo
@sanjismo Ai eu vou te buscar pra dormir abraçadinha comigo gel q saudade de vc :(((;Negativo
